period	point	pull_team	event	poss_abs	poss_rel	poss_team	pl_team	pl_pnum	pl_code
1	1	seaRM	1	1	1	vanNH	seaRM	18	P
1	1	seaRM	2	1	1	vanNH	vanNH	19	PU
1	1	seaRM	3	1	1	vanNH	vanNH	89	
1	1	seaRM	4	1	1	vanNH	vanNH	21	
1	1	seaRM	5	1	1	vanNH	vanNH	89	
1	1	seaRM	6	1	1	vanNH	vanNH	91	
1	1	seaRM	7	1	1	vanNH	vanNH	89	
1	1	seaRM	8	1	1	vanNH	vanNH	21	
1	1	seaRM	9	1	1	vanNH	vanNH	98	
1	1	seaRM	10	1	1	vanNH	vanNH	91	A
1	1	seaRM	11	1	1	vanNH	vanNH	10	LG
1	2	vanNH	1	2	1	seaRM	vanNH	8	OBP
1	2	vanNH	2	2	1	seaRM	seaRM	1	PU
1	2	vanNH	3	2	1	seaRM	seaRM	6	A
1	2	vanNH	4	2	1	seaRM	seaRM	8	LG
1	3	seaRM	1	3	1	vanNH	seaRM	18	P
1	3	seaRM	2	3	1	vanNH	vanNH	19	PU
1	3	seaRM	3	3	1	vanNH	vanNH	91	
1	3	seaRM	4	3	1	vanNH	vanNH	19	
1	3	seaRM	5	3	1	vanNH	vanNH	22	
1	3	seaRM	6	3	1	vanNH	seaRM	18	D
1	3	seaRM	7	4	2	seaRM	seaRM	29	PU
1	3	seaRM	8	4	2	seaRM	seaRM	21	
1	3	seaRM	9	4	2	seaRM	seaRM	29	
1	3	seaRM	10	4	2	seaRM	seaRM	21	
1	3	seaRM	11	4	2	seaRM	seaRM	2	A
1	3	seaRM	12	4	2	seaRM	vanNH	89	F
1	3	seaRM	13	4	2	seaRM	seaRM	12	G
1	4	seaRM	1	5	1	vanNH	seaRM	24	P
1	4	seaRM	2	5	1	vanNH	vanNH	19	PU
1	4	seaRM	3	5	1	vanNH	vanNH	89	
1	4	seaRM	4	5	1	vanNH	vanNH	21	
1	4	seaRM	5	5	1	vanNH	vanNH	91	A
1	4	seaRM	6	5	1	vanNH	vanNH	72	LG
1	5	vanNH	1	6	1	seaRM	vanNH	8	P
1	5	vanNH	2	6	1	seaRM	seaRM	00	PU
1	5	vanNH	3	6	1	seaRM	seaRM	1	
1	5	vanNH	4	6	1	seaRM	seaRM	6	
1	5	vanNH	5	6	1	seaRM	seaRM	00	
1	5	vanNH	6	6	1	seaRM	seaRM	17	
1	5	vanNH	7	6	1	seaRM	seaRM	14	
1	5	vanNH	8	6	1	seaRM	seaRM	00	
1	5	vanNH	9	6	1	seaRM	seaRM	17	
1	5	vanNH	10	6	1	seaRM	seaRM	6	L
1	5	vanNH	11	6	1	seaRM	seaRM	8	
1	5	vanNH	12	6	1	seaRM	seaRM	6	A
1	5	vanNH	13	6	1	seaRM	seaRM	1	G
1	6	seaRM	1	7	1	vanNH	seaRM	18	P
1	6	seaRM	2	7	1	vanNH	vanNH	89	PU
1	6	seaRM	3	7	1	vanNH	vanNH	91	
1	6	seaRM	4	7	1	vanNH	vanNH	98	
1	6	seaRM	5	7	1	vanNH	vanNH	22	A
1	6	seaRM	6	7	1	vanNH	vanNH	10	LG
1	7	vanNH	1	8	1	seaRM	vanNH	8	P
1	7	vanNH	2	8	1	seaRM	seaRM	00	PU
1	7	vanNH	3	8	1	seaRM	seaRM	20	
1	7	vanNH	4	8	1	seaRM	seaRM	48	
1	7	vanNH	5	8	1	seaRM	seaRM	20	
1	7	vanNH	6	8	1	seaRM	seaRM	00	
1	7	vanNH	7	8	1	seaRM	seaRM	1	
1	7	vanNH	8	8	1	seaRM	seaRM	20	
1	7	vanNH	9	8	1	seaRM	seaRM	1	
1	7	vanNH	10	8	1	seaRM	seaRM	00	
1	7	vanNH	11	8	1	seaRM	seaRM	17	
1	7	vanNH	12	8	1	seaRM	seaRM	00	
1	7	vanNH	13	8	1	seaRM	seaRM	6	
1	7	vanNH	14	8	1	seaRM	seaRM	48	TD
1	7	vanNH	15	9	2	vanNH	vanNH	24	PU
1	7	vanNH	16	9	2	vanNH	vanNH	8	
1	7	vanNH	17	9	2	vanNH	vanNH	27	
1	7	vanNH	18	9	2	vanNH	vanNH	11	
1	7	vanNH	19	9	2	vanNH	vanNH	8	
1	7	vanNH	20	9	2	vanNH	vanNH	4	
1	7	vanNH	21	9	2	vanNH	vanNH	45	
1	7	vanNH	22	9	2	vanNH	vanNH	27	
1	7	vanNH	23	9	2	vanNH	vanNH	45	
1	7	vanNH	24	9	2	vanNH	vanNH	8	A
1	7	vanNH	25	9	2	vanNH	vanNH	11	G
1	8	vanNH	1	10	1	seaRM	vanNH	37	P
1	8	vanNH	2	10	1	seaRM	seaRM	00	PU
1	8	vanNH	3	10	1	seaRM	seaRM	1	
1	8	vanNH	4	10	1	seaRM	seaRM	14	
1	8	vanNH	5	10	1	seaRM	seaRM	00	
1	8	vanNH	6	10	1	seaRM	seaRM	17	
1	8	vanNH	7	10	1	seaRM	seaRM	8	
1	8	vanNH	8	11	2	vanNH	vanNH	75	PU
1	8	vanNH	9	11	2	vanNH	vanNH	37	
1	8	vanNH	10	11	2	vanNH	vanNH	24	
1	8	vanNH	11	12	3	seaRM	seaRM	17	PU
1	8	vanNH	12	12	3	seaRM	seaRM	14	
1	8	vanNH	13	13	4	vanNH	vanNH	24	PUA
1	8	vanNH	14	13	4	vanNH	vanNH	37	G
1	9	vanNH	1	14	1	seaRM	vanNH	8	P
1	9	vanNH	2	14	1	seaRM	seaRM	00	PU
1	9	vanNH	3	14	1	seaRM	seaRM	17	
1	9	vanNH	4	14	1	seaRM	seaRM	00	
1	9	vanNH	5	14	1	seaRM	seaRM	6	
1	9	vanNH	6	14	1	seaRM	seaRM	00	
1	9	vanNH	7	14	1	seaRM	seaRM	6	
1	9	vanNH	8	14	1	seaRM	seaRM	20	
1	9	vanNH	9	14	1	seaRM	seaRM	17	
1	9	vanNH	10	14	1	seaRM	seaRM	00	
1	9	vanNH	11	14	1	seaRM	seaRM	48	A
1	9	vanNH	12	14	1	seaRM	seaRM	20	G
1	10	seaRM	1	15	1	vanNH	seaRM	18	OBP
1	10	seaRM	2	15	1	vanNH	vanNH	91	PU
1	10	seaRM	3	15	1	vanNH	vanNH	19	
1	10	seaRM	4	15	1	vanNH	vanNH	19	F
1	10	seaRM	5	15	1	vanNH	vanNH	89	
1	10	seaRM	6	15	1	vanNH	vanNH	19	
1	10	seaRM	7	15	1	vanNH	vanNH	91	
1	10	seaRM	8	15	1	vanNH	vanNH	19	
1	10	seaRM	9	15	1	vanNH	vanNH	21	
1	10	seaRM	10	15	1	vanNH	vanNH	22	
