point	Offense	Defense
1		8P
1	9pu	
1	11	
1	6	
1	11	
1	1	?F
1	11	
1	6	
1		41pu
1		8
1		88
1		1
1		8
1		11
1		?
1		41
1		8
1		19
1		8
1		11
1		19G
2		8P
2	16pu	
2	11	
2	1	
2	11	
2	16	
2	11	
2	16	
2	12	
2	6td	
2		41pu
2		46
2		90
2		41
2		11
2		40
2		11
2	1D	8
2	1pu	
2	6	
2	11	
2	12	
2	16	
2	91	
2		41pu
2		TO
2		91pu
2		12
2		21
2	12D	14
2	22pu	
2	?	
2	5L	
2	77	
2	22	
2	77	
2	88	
2	67	
2	88	
2	8	
2	67G	
3		8P
3	12PU	
3	91	
3	13	
3		?D
3		?
3		67
3		22
3		24
3		77
3		8
3		77
3		26G
4		18P
4	45pu	
4	91	
4		36pu
4		18
4		0
4		36
4		0
4		10G
5	NA	10P
5	91	
5	12	
5	91	
5	12	
5	91	
5	98	
5	14	
5	98	5D
5	NA	36PU
5	NA	0
5	NA	31
5	NA	77L
5	NA	36
5	NA	10G
6		?P
6	11	
6	90	
6	41	
6	8	?F
6	1	
6	90	
6	1	
6	11	
6	8	
6	1	
6	8	
6	19	
6	1	
6	11G	
7		8P
7	?pu	
7	9	
7	16	
7	?	
7	8	41D
7		41pu
7		?
7		?
7		66
7		40
7		41
7		11
7		66G
8		8P
8	?pu	
8	11	
8	?	
8	6	
8	?	
8	11	
8	13	
8	14G	8F
9		67P
9	91pu	
9	45	
9	91	?D
10		88P
10	12pu	
10	91	
10	21	
10	91	
10	12	
10	91	
10	13	
10	21	
10	91G	
11		8P
11	1pu	
11	9	
11	1	
11	9	
11	1	
11	9	
11	6	
11	1	
11	6	
11	16	
11	1	
11	16	
11	1	
11	9	
11	14	
11	17	
11	13G	
12		88P
12	12pu	
12	91	
12	21	
12	13	
12	78	
12	12	88D
12		88pu
12		67
12		26
12		22
12		?
12		8
12		67
12		8
12		67
12		8
12		12
12		5G
13		24P
13	1pu	
13	41	
13	98	
13	8	
13	19G	
14		8P
14	16pu	
14	1	
14	11	
14	6	
14	11	
14		8pu
14		41
14		46
14		66
14		41
14		66
14		8
14		88
14		46G
15		8P
15	22pu	
15	88	
15	12	
15	88	
15	22	
15	88	
15	8	
15	67	
15	22	
15	88	
15	8	
15	12	
15	22	
15	?	
15	8	
15	12	
15	22G	
16		?P
16	12pu	
16	91	
16	13L	
16	45G	
17		8P
17	1pu	
17	16	
17	91	
17	1	
17	16	
17	1	1F
17	9	
17	1	
17	9	
17	6	
17	91	
17	6	
17	9	
17	1	
17	4	
17	1	
17	6	
17	91G	
18	NA	88P
18	21	
18	45	5D
18	NA	67
18	NA	5G
19		?P
19	90pu	
19	91	
19	98	
19	14	
19	13	
19	78G	
20		8P
20	16pu	
20	1	
20	11	
20	?	
20	11	
20	1	
20	16	
20	11	
20	6	
20		66
20		40
20		8
20		41
20		66
20		46G
21		8P
21	8pu	
21	11	
21	9	
21	13	
21	9	
21	11	
21	9	
21	11	
21	8	
21	6	
21	5G	
22		67P
22	91pu	
22	98	
22	14td	
22		22pu
22		88
22		77
22		26
22		10
22		88
22		22
22		88
22		10
22		88
22		12
22		10
22		67
22		22G
23		88P
23	91pu	
23	12	
23	91	
23	41	
23	8	
23	91	
23	13	
23	45	
23	8	
23	45	
23	41	
23	12	
23	41	
23	8G	
24		8P
24	1pu	
24	11	
25		8P
25	11pu	
25	1	
25	9	
25	1	
25	9	
25	6	
25	9	
25	1	
25	11	
25	9td	
25		8pu
25		11
25		41
25		1
25	?F	88pu
25		1G
26		8P
26	11pu	
26	1	
26	11	
26	1	
26	6	
26	13	
26	6	
26	17G	
27		?P
27	12pu	
27	91	
27	98	
27	91	
27	21	
27	98	
27	14	
27	13	
27	12	
27	13	
27	14G	
28		8P
28	16pu	
28	11	
28	6	
28	14G	
29		88P
29	45pu	
29	12	
29		88pu
29		22
29		88
29		77
29		88
29		67
29		88
29		22G
30		67P
30	12pu	
30	91	
30	21	
30	91	
30	14	
30	8	
30	13	
30	14	
30	8G	
31		41P
31	16pu	
31	11	
31	17	
31	13	
31	6	
31	11	
31	17	11F
31	6	
31	16	
31	14	
31	16	
31	11	
31	17	
31	16	
31	6G	
32		88P
32	91pu	
32	14	
32	98G	
33		8P
33	9pu	
33	16	
33	6	41D
33		90pu
33		41
33		8
33		88G
34		8P
34	11pu	
34	1	
34	8	
34	12	
34	13G	
35		67P
35	12pu	
35	91	
35		88pu
35		22
35		88
35	45D	24
35	91pu	
35	91vst	
35		88pu
35		5
35		77
35		67G
36		67P
36	1pu	
36	90	
36	41	
36	13	
36	8G	
37		8P
37	11pu	
37	13	
37	11	
37	6td	
37		41pu
37		66
37		1
37		90
37		1
37		66
37		1
37		11
37		1
37		41G
38		8P
38	88pu	
38	22	
38	12	
38	22	
38	88	
38	8	
38	12	
38	?	
38	22	
38	88	
38	22	
38	88	
38	22	
38	88	8F
38	22G	
39		88P
39	12pu	
39	91	
39		24D
39		24pu
39	8D	
39	8pu	
39	98G	
40		8P
40	16pu	
40	1	
40	8	
40	1	
40	13G	
41		88P
41	91pu	
41	21	5D
42		67P
42	12pu	
42	91	
42	13	
42	14	
42		88pu
42		12
42	12F	67
42		88
42		8
42	21F	88
42	21SO	
42	8SI	
42		TO
42		1
42		12
42	45F	1
42		22
42		67G
43		8P
43	45pu	
43	91	
43	1	
43	8	
43	41	
43	8	
43	1	
43	45	
43	8	
43	13G	
44		8P
44	?pu	
44	16	
44	10	
44	?	
44	9	
44	16	
44	10	
44	6	41F
44	1	
44	6	
44	9	
44	1	
44	9	
44	10	
44	1	
44	4td	
44		41pu
44		66
44		41
44		66
44		8
44		40
44		8
44		11
44		40
44		90
44		8
44	1pu	
44	10	
44	13	
44	4G	
45		67P
45	91pu	
45	12	
45	91	
45	98	
45	91	
45	12	
45	78	
45	21	
45	98	
45	91	
45	21	
45	91	
45	78	
45	13	8F
45	91	
45	78	12D
45		22pu
45		?
45		31
45		8
45		12
45	78D	31
45	91pu	
45	21	
45	91	
45	98	
45	78	
45		22pu
45		12
45		?
45		5
45		31
45		77G
46		24P
46	1pu	
46	41	
46	11	
46		36pu
46		10
46		36
46		24
46		36
46	41pu	
46	90	
46	88G	
47		8P
47	88pu	
47	11	
47	6	
47	11	
47	88	
47	6	
47	91	
47	?	
47	6	
47	13G	
48		9P
48	91pu	
48	41	
48	21	12D
