period	point	event	pl_team	pl_pnum	pl_code	poss_team
1	1	1	sfoDF	16	P	vanNH
1	1	2	vanNH	89	PU	vanNH
1	1	3	vanNH	5		vanNH
1	1	4	sfoDF	18	PU	sfoDF
1	1	5	vanNH	89	PU	vanNH
1	1	6	vanNH	19		vanNH
1	1	7	vanNH	89		vanNH
1	1	8	vanNH	72		vanNH
1	1	9	sfoDF	18	PU	sfoDF
1	1	10	vanNH	5	PU	vanNH
1	1	11	vanNH	21		vanNH
1	1	12	sfoDF	16	D	vanNH
1	1	13	sfoDF	16	PU	sfoDF
1	1	14	vanNH	89	D	sfoDF
1	1	15	vanNH	10	PU	vanNH
1	1	16	vanNH	89		vanNH
1	1	17	vanNH	19		vanNH
1	1	18	vanNH	89		vanNH
1	1	19	vanNH	98		vanNH
1	1	20	vanNH	21		vanNH
1	1	21	vanNH	10		vanNH
1	1	22	vanNH	89		vanNH
1	1	23	sfoDF	21	D	vanNH
1	1	24	sfoDF	12	PU	sfoDF
1	1	25	sfoDF	16		sfoDF
1	1	26	vanNH	89	PU	vanNH
1	1	27	vanNH	5		vanNH
1	1	28	sfoDF	85	D	vanNH
1	1	29	sfoDF	12	PUA	sfoDF
1	1	30	sfoDF	21	LG	sfoDF
1	2	1	sfoDF	13	P	vanNH
1	2	2	vanNH	19	PU	vanNH
1	2	3	vanNH	5		vanNH
1	2	4	vanNH	8		vanNH
1	2	5	vanNH	39	VTT	vanNH
1	2	6	sfoDF	88	PU	sfoDF
1	2	7	sfoDF	34		sfoDF
1	2	8	sfoDF	40		sfoDF
1	2	9	sfoDF	88		sfoDF
1	2	10	sfoDF	34		sfoDF
1	2	11	sfoDF	40	LA	sfoDF
1	2	12	sfoDF	6	G	sfoDF
1	3	1	sfoDF	12	P	vanNH
1	3	2	vanNH	89	PU	vanNH
1	3	3	vanNH	19		vanNH
1	3	4	vanNH	89		vanNH
1	3	5	vanNH	21		vanNH
1	3	6	vanNH	19		vanNH
1	3	7	vanNH	21		vanNH
1	3	8	vanNH	89		vanNH
1	3	9	vanNH	98		vanNH
1	3	10	vanNH	89		vanNH
1	3	11	vanNH	21		vanNH
1	3	12	vanNH	89		vanNH
1	3	13	vanNH	98		vanNH
1	3	14	vanNH	33		vanNH
1	3	15	vanNH	89		vanNH
1	3	16	vanNH	21		vanNH
1	3	17	vanNH	22		vanNH
1	3	18	vanNH	89	A	vanNH
1	3	19	vanNH	98	G	vanNH
1	4	1	vanNH	8	P	sfoDF
1	4	2	sfoDF	25	PU	sfoDF
1	4	3	sfoDF	23		sfoDF
1	4	4	sfoDF	25		sfoDF
1	4	5	sfoDF	23		sfoDF
1	4	6	sfoDF	25		sfoDF
1	4	7	sfoDF	19		sfoDF
1	4	8	sfoDF	23		sfoDF
1	4	9	vanNH	8	PUA	vanNH
1	4	10	vanNH	31	G	vanNH
1	5	1	vanNH	33	P	sfoDF
1	5	2	sfoDF	12	PU	sfoDF
1	5	3	sfoDF	16		sfoDF
1	5	4	vanNH	45	PU	vanNH
1	5	5	vanNH	14		vanNH
1	5	6	sfoDF	12	PU	sfoDF
1	5	7	vanNH	14	D	sfoDF
1	5	8	vanNH	13	PU	vanNH
1	5	9	vanNH	75		vanNH
1	5	10	sfoDF	12	D	vanNH
1	5	11	sfoDF	18	PU	sfoDF
1	5	12	sfoDF	46		sfoDF
1	5	13	sfoDF	16		sfoDF
1	5	14	sfoDF	85		sfoDF
1	5	15	sfoDF	16	A	sfoDF
1	5	16	sfoDF	21	G	sfoDF
1	6	1	sfoDF	?	P	vanNH
1	6	2	vanNH	5	PU	vanNH
1	6	3	vanNH	89		vanNH
1	6	4	vanNH	98		vanNH
1	6	5	vanNH	10		vanNH
1	6	6	vanNH	19		vanNH
1	6	7	vanNH	72	TD	vanNH
1	6	8	sfoDF	88	PU	sfoDF
1	6	9	sfoDF	25		sfoDF
1	6	10	sfoDF	34		sfoDF
1	6	11	sfoDF	23		sfoDF
1	6	12	sfoDF	13	TD	sfoDF
1	6	13	vanNH	89	PU	vanNH
1	6	14	vanNH	5		vanNH
1	6	15	vanNH	89		vanNH
1	6	16	vanNH	10		vanNH
1	6	17	vanNH	98		vanNH
1	6	18	vanNH	19		vanNH
1	6	19	vanNH	21		vanNH
1	6	20	vanNH	98	LA	vanNH
1	6	21	vanNH	89	G	vanNH
1	7	1	vanNH	8	P	sfoDF
1	7	2	sfoDF	1	PU	sfoDF
1	7	3	sfoDF	16		sfoDF
1	7	4	sfoDF	1		sfoDF
1	7	5	sfoDF	10		sfoDF
1	7	6	sfoDF	2		sfoDF
1	7	7	sfoDF	16		sfoDF
1	7	8	sfoDF	2	A	sfoDF
1	7	9	sfoDF	17	G	sfoDF
1	8	1	sfoDF	23	P	vanNH
1	8	2	vanNH	89	PU	vanNH
1	8	3	vanNH	21	TD	vanNH
1	8	4	sfoDF	23	PU	sfoDF
1	8	5	sfoDF	8		sfoDF
1	8	6	vanNH	89	PU	vanNH
1	8	7	vanNH	5		vanNH
1	8	8	vanNH	89		vanNH
1	8	9	vanNH	5		vanNH
1	8	10	sfoDF	34	D	vanNH
1	8	11	sfoDF	23	PU	sfoDF
1	8	12	vanNH	5	PUA	vanNH
1	8	13	vanNH	10	G	vanNH
1	9	1	vanNH	33	P	sfoDF
1	9	2	sfoDF	17	PU	sfoDF
1	9	3	sfoDF	1		sfoDF
1	9	4	sfoDF	5		sfoDF
1	9	5	sfoDF	10		sfoDF
1	9	6	vanNH	8	D	sfoDF
1	9	7	vanNH	8		vanNH
1	9	8	sfoDF	12	D	vanNH
2	10	1	vanNH	8	P	sfoDF
2	10	2	sfoDF	34	PU	sfoDF
2	10	3	sfoDF	23	L	sfoDF
2	10	4	sfoDF	6		sfoDF
2	10	5	sfoDF	23		sfoDF
2	10	6	sfoDF	6	A	sfoDF
2	10	7	sfoDF	11	G	sfoDF
2	11	1	sfoDF	16	P	vanNH
2	11	2	vanNH	19	PU	vanNH
2	11	3	vanNH	89		vanNH
2	11	4	sfoDF	46	D	vanNH
2	11	5	sfoDF	12	PU	sfoDF
2	11	6	sfoDF	85		sfoDF
2	11	7	sfoDF	46		sfoDF
2	11	8	sfoDF	12	A	sfoDF
2	11	9	sfoDF	18	LG	sfoDF
2	12	1	sfoDF	13	P	vanNH
2	12	2	vanNH	75	PU	vanNH
2	12	3	vanNH	89		vanNH
2	12	4	vanNH	33		vanNH
2	12	5	vanNH	8		vanNH
2	12	6	sfoDF	23	D	vanNH
2	12	7	sfoDF	23	PU	sfoDF
2	12	8	sfoDF	34		sfoDF
2	12	9	vanNH	49	D	sfoDF
2	12	10	vanNH	89	PU	vanNH
2	12	11	vanNH	75		vanNH
2	12	12	sfoDF	34	D	vanNH
2	12	13	sfoDF	40	PU	sfoDF
2	12	14	vanNH	33	PUA	vanNH
2	12	15	vanNH	13	G	vanNH
2	13	1	vanNH	8	P	sfoDF
2	13	2	sfoDF	17	PU	sfoDF
2	13	3	sfoDF	12		sfoDF
2	13	4	sfoDF	5	TD	sfoDF
2	13	5	vanNH	24	PU	vanNH
2	13	6	sfoDF	85	D	vanNH
2	13	7	sfoDF	12	PU	sfoDF
2	13	8	sfoDF	10		sfoDF
2	13	9	sfoDF	5		sfoDF
2	13	10	sfoDF	17		sfoDF
2	13	11	sfoDF	1		sfoDF
2	13	12	sfoDF	85		sfoDF
2	13	13	sfoDF	10		sfoDF
2	13	14	vanNH	39	D	sfoDF
2	13	15	vanNH		TO	vanNH
2	13	16	vanNH	5	PU	vanNH
2	13	17	vanNH	21		vanNH
2	13	18	vanNH	22	TD	vanNH
2	13	19	sfoDF	16	PU	sfoDF
2	13	20	sfoDF	85		sfoDF
2	13	21	sfoDF	16		sfoDF
2	13	22	vanNH	89	PU	vanNH
2	13	23	vanNH	98		vanNH
2	13	24	sfoDF	46	D	vanNH
2	13	25	sfoDF	12	PU	sfoDF
2	13	26	sfoDF	85		sfoDF
2	13	27	sfoDF		TO	sfoDF
2	13	28	sfoDF	34	PUA	sfoDF
2	13	29	sfoDF	6	G	sfoDF
2	14	1	sfoDF	34	P	vanNH
2	14	2	vanNH	5	PU	vanNH
2	14	3	vanNH	89		vanNH
2	14	4	vanNH	21		vanNH
2	14	5	vanNH	22		vanNH
2	14	6	vanNH	19		vanNH
2	14	7	vanNH	22		vanNH
2	14	8	vanNH	89		vanNH
2	14	9	sfoDF	23	D	vanNH
2	14	10	sfoDF	23		sfoDF
2	14	11	sfoDF	34		sfoDF
2	14	12	sfoDF	23		sfoDF
2	14	13	sfoDF	34		sfoDF
2	14	14	sfoDF	23	TD	sfoDF
2	14	15	vanNH	5	PU	vanNH
2	14	16	vanNH	21		vanNH
2	14	17	vanNH	5		vanNH
2	14	18	sfoDF	34	PU	sfoDF
2	14	19	sfoDF	9	TD	sfoDF
2	14	20	vanNH	5	PU	vanNH
2	14	21	sfoDF	34	PU	sfoDF
2	14	22	sfoDF	6		sfoDF
2	14	23	sfoDF	25		sfoDF
2	14	24	sfoDF	11		sfoDF
2	14	25	sfoDF	25		sfoDF
2	14	26	vanNH	22	D	sfoDF
2	14	27	vanNH	22		vanNH
2	14	28	vanNH	5		vanNH
2	14	29	sfoDF	34	D	vanNH
2	14	30	sfoDF	34	PU	sfoDF
2	14	31	sfoDF	23	TD	sfoDF
2	14	32	vanNH	89	PU	vanNH
2	14	33	vanNH	21		vanNH
2	14	34	vanNH	98		vanNH
2	14	35	vanNH	89		vanNH
2	14	36	vanNH	5	A	vanNH
2	14	37	vanNH	98	G	vanNH
2	15	1	vanNH	33	P	sfoDF
2	15	2	sfoDF	12	PU	sfoDF
2	15	3	vanNH	31	D	sfoDF
2	15	4	vanNH	31	PU	vanNH
2	15	5	vanNH	75		vanNH
2	15	6	vanNH	81		vanNH
2	15	7	vanNH	8		vanNH
2	15	8	vanNH	81		vanNH
2	15	9	vanNH	8		vanNH
2	15	10	vanNH	81		vanNH
2	15	11	sfoDF	85	D	vanNH
2	15	12	sfoDF	1	PU	sfoDF
2	15	13	sfoDF	17		sfoDF
2	15	14	sfoDF	5		sfoDF
