period	point	event	pl_team	pl_pnum	pl_code	poss_team
1	1	1	seaRM	29	P	vanNH
1	1	2	vanNH	5	PU	vanNH
1	1	3	vanNH	89		vanNH
1	1	4	vanNH	5		vanNH
1	1	5	vanNH	98		vanNH
1	1	6	vanNH	22		vanNH
1	1	7	vanNH	89		vanNH
1	1	8	vanNH	5		vanNH
1	1	9	vanNH	91	TD	vanNH
1	1	10	seaRM	29	PU	seaRM
1	1	11	seaRM	15		seaRM
1	1	12	seaRM	4		seaRM
1	1	13	seaRM	29		seaRM
1	1	14	seaRM	77		seaRM
1	1	15	seaRM	24		seaRM
1	1	16	seaRM	77		seaRM
1	1	17	seaRM	4		seaRM
1	1	18	seaRM	29		seaRM
1	1	19	seaRM	77		seaRM
1	1	20	seaRM	24		seaRM
1	1	21	seaRM	77		seaRM
1	1	22	seaRM	15	A	seaRM
1	1	23	seaRM	18	G	seaRM
1	2	1	seaRM	?	P	vanNH
1	2	2	vanNH	91	PU	vanNH
1	2	3	vanNH	89		vanNH
1	2	4	vanNH	91		vanNH
1	2	5	vanNH	89		vanNH
1	2	6	vanNH	98		vanNH
1	2	7	vanNH	72		vanNH
1	2	8	vanNH	91		vanNH
1	2	9	vanNH	5		vanNH
1	2	10	vanNH	89	A	vanNH
1	2	11	vanNH	98	LG	vanNH
1	3	1	vanNH	8	P	seaRM
1	3	2	seaRM	51	PU	seaRM
1	3	3	seaRM	1		seaRM
1	3	4	seaRM	6		seaRM
1	3	5	seaRM	8	L	seaRM
1	3	6	seaRM	17		seaRM
1	3	7	vanNH	11	D	seaRM
1	3	8	vanNH	45	PU	vanNH
1	3	9	vanNH	31		vanNH
1	3	10	vanNH	8	A	vanNH
1	3	11	vanNH	45	G	vanNH
1	4	1	vanNH	8	OBP	seaRM
1	4	2	seaRM	1	PU	seaRM
1	4	3	seaRM	?		seaRM
1	4	4	seaRM	14		seaRM
1	4	5	vanNH	81	PUA	vanNH
1	4	6	vanNH	33	G	vanNH
1	5	1	vanNH	33	P	seaRM
1	5	2	seaRM	29	PU	seaRM
1	5	3	seaRM	18		seaRM
1	5	4	seaRM	29		seaRM
1	5	5	vanNH	18	PU	vanNH
1	5	6	vanNH	13		vanNH
1	5	7	vanNH	18		vanNH
1	5	8	vanNH	8		vanNH
1	5	9	vanNH	14	A	vanNH
1	5	10	vanNH	33	G	vanNH
1	6	1	vanNH	49	P	seaRM
1	6	2	seaRM	00	PU	seaRM
1	6	3	seaRM	6		seaRM
1	6	4	seaRM	1		seaRM
1	6	5	seaRM	14		seaRM
1	6	6	seaRM	1		seaRM
1	6	7	seaRM	14		seaRM
1	6	8	seaRM	1		seaRM
1	6	9	seaRM	00		seaRM
1	6	10	vanNH	81	F	seaRM
1	6	11	seaRM	17	A	seaRM
1	6	12	seaRM	1	G	seaRM
1	7	1	seaRM	18	P	vanNH
1	7	2	vanNH	5	PU	vanNH
1	7	3	vanNH	89		vanNH
1	7	4	vanNH	5		vanNH
1	7	5	vanNH	98		vanNH
1	7	6	vanNH	72	A	vanNH
1	7	7	vanNH	10	LG	vanNH
1	8	1	vanNH	8	P	seaRM
1	8	2	seaRM	00	PU	seaRM
1	8	3	seaRM	1		seaRM
1	8	4	seaRM	14		seaRM
1	8	5	seaRM	51		seaRM
1	8	6	seaRM	17		seaRM
1	8	7	seaRM	14		seaRM
1	8	8	seaRM	00		seaRM
1	8	9	seaRM	17		seaRM
1	8	10	seaRM	14		seaRM
1	8	11	seaRM	6		seaRM
1	8	12	vanNH	45	PU	vanNH
1	8	13	seaRM	00	F	vanNH
1	8	14	vanNH	8		vanNH
1	8	15	vanNH	37		vanNH
1	8	16	vanNH	27		vanNH
1	8	17	seaRM	17	PU	seaRM
1	8	18	seaRM	00		seaRM
1	8	19	seaRM	1		seaRM
1	8	20	seaRM	17	A	seaRM
1	8	21	seaRM	00	G	seaRM
1	9	1	seaRM	29	P	vanNH
1	9	2	vanNH	91	PU	vanNH
1	9	3	vanNH	5		vanNH
1	9	4	vanNH	98		vanNH
1	9	5	vanNH	22		vanNH
1	9	6	vanNH	91		vanNH
1	9	7	vanNH	89		vanNH
1	9	8	vanNH	5	A	vanNH
1	9	9	vanNH	22	LG	vanNH
1	10	1	vanNH	8	P	seaRM
1	10	2	seaRM	17	PU	seaRM
1	10	3	seaRM	1		seaRM
1	10	4	seaRM	00		seaRM
1	10	5	seaRM	17		seaRM
1	10	6	seaRM	1		seaRM
1	10	7	seaRM	00		seaRM
1	10	8	seaRM	17		seaRM
1	10	9	vanNH	8	PU	vanNH
1	10	10	vanNH	31		vanNH
1	10	11	vanNH	27	VST	vanNH
1	10	12	seaRM	6	PU	seaRM
1	10	13	vanNH	24	PU	vanNH
1	10	14	vanNH	24	TO	vanNH
1	10	15	vanNH	91	PU	vanNH
1	10	16	vanNH	5		vanNH
1	10	17	vanNH	21		vanNH
1	10	18	vanNH	72		vanNH
1	10	19	vanNH	5		vanNH
1	10	20	vanNH	22		vanNH
1	10	21	vanNH	10		vanNH
1	10	22	vanNH	91		vanNH
1	10	23	vanNH	21		vanNH
1	10	24	vanNH	91		vanNH
1	10	25	vanNH	22		vanNH
1	10	26	vanNH	89		vanNH
1	10	27	vanNH	21		vanNH
1	10	28	vanNH	91		vanNH
1	10	29	vanNH	89		vanNH
1	10	30	vanNH	91		vanNH
1	10	31	vanNH	89		vanNH
1	10	32	vanNH	21		vanNH
1	10	33	vanNH	89		vanNH
1	10	34	vanNH	91		vanNH
1	10	35	seaRM	29	F	vanNH
1	10	36	vanNH	89	A	vanNH
1	10	37	vanNH	10	G	vanNH
1	11	1	vanNH	8	P	seaRM
1	11	2	seaRM	00	PU	seaRM
1	11	3	seaRM	1		seaRM
1	11	4	seaRM	6		seaRM
1	11	5	seaRM	1		seaRM
2	12	1	vanNH	8	P	seaRM
2	12	2	seaRM	1	PU	seaRM
2	12	3	seaRM	00		seaRM
2	12	4	seaRM	6		seaRM
2	12	5	seaRM	00		seaRM
2	12	6	seaRM	1		seaRM
2	12	7	seaRM	8		seaRM
2	12	8	seaRM	00		seaRM
2	12	9	seaRM	1		seaRM
2	12	10	seaRM	00		seaRM
2	12	11	seaRM	17		seaRM
2	12	12	seaRM	6	TD	seaRM
2	12	13	vanNH	45	PU	vanNH
2	12	14	vanNH	8		vanNH
2	12	15	vanNH	81	L	vanNH
2	12	16	vanNH	27	TD	vanNH
2	12	17	seaRM	17	PU	seaRM
2	12	18	seaRM	00		seaRM
2	12	19	seaRM	17		seaRM
2	12	20	seaRM	51		seaRM
2	12	21	vanNH	37	PU	vanNH
2	12	22	vanNH	11	A	vanNH
2	12	23	vanNH	37	G	vanNH
2	13	1	vanNH	18	P	seaRM
2	13	2	seaRM	00	PU	seaRM
2	13	3	seaRM	1		seaRM
2	13	4	seaRM	8		seaRM
2	13	5	seaRM	17		seaRM
2	13	6	seaRM	1		seaRM
2	13	7	seaRM	6	VTT	seaRM
2	13	8	vanNH	18	PU	vanNH
2	13	9	seaRM	00	PU	seaRM
2	13	10	seaRM	1		seaRM
2	13	11	seaRM	6		seaRM
2	13	12	seaRM	1		seaRM
2	13	13	seaRM	00		seaRM
2	13	14	seaRM	14		seaRM
2	13	15	vanNH	13	D	seaRM
2	13	16	vanNH	18	PU	vanNH
2	13	17	vanNH	24		vanNH
2	13	18	vanNH	18		vanNH
2	13	19	vanNH	4		vanNH
2	13	20	vanNH	24		vanNH
2	13	21	vanNH	13		vanNH
2	13	22	vanNH	7	LA	vanNH
2	13	23	vanNH	24	G	vanNH
2	14	1	vanNH	33	P	seaRM
2	14	2	seaRM	29	PU	seaRM
2	14	3	seaRM	10		seaRM
2	14	4	seaRM	77		seaRM
2	14	5	seaRM	?		seaRM
2	14	6	seaRM	10		seaRM
2	14	7	seaRM	15		seaRM
2	14	8	seaRM	23		seaRM
2	14	9	seaRM	4		seaRM
2	14	10	seaRM	29		seaRM
2	14	11	vanNH	33	PU	vanNH
2	14	12	vanNH	49		vanNH
2	14	13	vanNH	8		vanNH
2	14	14	vanNH	49		vanNH
2	14	15	vanNH	37		vanNH
2	14	16	vanNH	11	A	vanNH
2	14	17	vanNH	45	G	vanNH
2	15	1	vanNH	18	P	seaRM
2	15	2	seaRM	00	PU	seaRM
2	15	3	seaRM	1		seaRM
2	15	4	seaRM	6		seaRM
2	15	5	seaRM	17		seaRM
2	15	6	seaRM	14		seaRM
2	15	7	seaRM	1		seaRM
2	15	8	seaRM	00		seaRM
2	15	9	seaRM	1		seaRM
2	15	10	seaRM	00		seaRM
2	15	11	seaRM	1		seaRM
2	15	12	seaRM	14		seaRM
2	15	13	seaRM	00		seaRM
2	15	14	seaRM	17	A	seaRM
2	15	15	seaRM	14	G	seaRM
2	16	1	seaRM	18	P	vanNH
2	16	2	vanNH	89	PU	vanNH
2	16	3	vanNH	5		vanNH
2	16	4	vanNH	21		vanNH
2	16	5	vanNH	5		vanNH
2	16	6	vanNH	91		vanNH
2	16	7	vanNH	89		vanNH
2	16	8	vanNH	98		vanNH
2	16	9	vanNH	91		vanNH
2	16	10	vanNH	5		vanNH
2	16	11	vanNH	89		vanNH
2	16	12	vanNH	91		vanNH
2	16	13	vanNH	21		vanNH
2	16	14	vanNH	5		vanNH
2	16	15	vanNH	89		vanNH
2	16	16	vanNH	22		vanNH
2	16	17	vanNH	10	A	vanNH
2	16	18	vanNH	98	G	vanNH
2	17	1	vanNH	8	OBP	seaRM
2	17	2	seaRM	00	PU	seaRM
2	17	3	seaRM	1		seaRM
2	17	4	vanNH	24	F	seaRM
2	17	5	seaRM	17		seaRM
2	17	6	seaRM	1		seaRM
2	17	7	vanNH	24	F	seaRM
2	17	8	seaRM	17		seaRM
2	17	9	seaRM	8	A	seaRM
2	17	10	vanNH	27	F	seaRM
2	17	11	seaRM	1	G	seaRM
2	18	1	seaRM	29	P	vanNH
2	18	2	vanNH	5	PU	vanNH
2	18	3	vanNH	89		vanNH
2	18	4	vanNH	21		vanNH
2	18	5	vanNH	89		vanNH
2	18	6	vanNH	72		vanNH
2	18	7	vanNH	10		vanNH
2	18	8	vanNH	89		vanNH
2	18	9	vanNH	5	A	vanNH
2	18	10	vanNH	21	G	vanNH
2	19	1	vanNH	33	P	seaRM
2	19	2	seaRM	17	PU	seaRM
2	19	3	seaRM	1		seaRM
2	19	4	seaRM	17		seaRM
2	19	5	seaRM	1		seaRM
2	19	6	seaRM	00		seaRM
2	19	7	seaRM	6		seaRM
2	19	8	seaRM	1		seaRM
2	19	9	seaRM	51	A	seaRM
2	19	10	seaRM	17	G	seaRM
2	20	1	seaRM	18	P	vanNH
2	20	2	vanNH	5	PU	vanNH
2	20	3	seaRM	29	D	vanNH
2	20	4	seaRM	29	PUA	seaRM
2	20	5	seaRM	24	G	seaRM
2	21	1	seaRM	18	P	vanNH
2	21	2	vanNH	89	PU	vanNH
2	21	3	vanNH	91		vanNH
2	21	4	vanNH	89		vanNH
2	21	5	vanNH	21		vanNH
2	21	6	vanNH	5		vanNH
2	21	7	vanNH	21	A	vanNH
2	21	8	vanNH	89	LG	vanNH
2	22	1	vanNH	8	P	seaRM
2	22	2	seaRM	00	PU	seaRM
2	22	3	seaRM	1		seaRM
2	22	4	seaRM	14		seaRM
2	22	5	seaRM	17		seaRM
2	22	6	seaRM	14	TO	seaRM
2	22	7	seaRM	29	PU	seaRM
2	22	8	seaRM	23		seaRM
2	22	9	seaRM	6	A	seaRM
2	22	10	seaRM	51	LG	seaRM
3	23	1	seaRM	29	P	vanNH
3	23	2	vanNH	5	PU	vanNH
3	23	3	vanNH	89		vanNH
3	23	4	vanNH	5		vanNH
3	23	5	vanNH	10		vanNH
3	23	6	vanNH	21		vanNH
3	23	7	vanNH	22		vanNH
3	23	8	vanNH	98		vanNH
3	23	9	vanNH	22		vanNH
3	23	10	vanNH	21	A	vanNH
3	23	11	vanNH	98	G	vanNH
3	24	1	vanNH	8	P	seaRM
3	24	2	seaRM	00	PU	seaRM
3	24	3	seaRM	1		seaRM
3	24	4	seaRM	77		seaRM
3	24	5	vanNH	11	F	seaRM
3	24	6	seaRM	00		seaRM
3	24	7	seaRM	8		seaRM
3	24	8	seaRM	51		seaRM
3	24	9	seaRM	00		seaRM
3	24	10	seaRM	77		seaRM
3	24	11	seaRM	1		seaRM
3	24	12	seaRM	6		seaRM
3	24	13	vanNH	24	PU	vanNH
3	24	14	vanNH	31		vanNH
3	24	15	vanNH	8		vanNH
3	24	16	vanNH	11	L	vanNH
3	24	17	seaRM	17	PU	seaRM
3	24	18	vanNH	45	PU	vanNH
3	24	19	vanNH	24		vanNH
3	24	20	vanNH	11		vanNH
3	24	21	vanNH	4		vanNH
3	24	22	vanNH	8	A	vanNH
3	24	23	vanNH	27	G	vanNH
3	25	1	vanNH	33	P	seaRM
3	25	2	seaRM	29	PU	seaRM
3	25	3	seaRM	31		seaRM
3	25	4	seaRM	29		seaRM
3	25	5	vanNH	?	F	seaRM
3	25	6	seaRM	4		seaRM
3	25	7	seaRM	29		seaRM
3	25	8	seaRM	23		seaRM
3	25	9	seaRM	29		seaRM
3	25	10	seaRM	23		seaRM
3	25	11	seaRM	18		seaRM
3	25	12	seaRM	29		seaRM
3	25	13	vanNH	7	F	seaRM
3	25	14	seaRM	18		seaRM
3	25	15	seaRM	?	F	seaRM
3	25	16	vanNH	13	PU	vanNH
3	25	17	vanNH	18		vanNH
3	25	18	vanNH	37		vanNH
3	25	19	seaRM	?	VP	vanNH
3	25	20	vanNH	?	TO	vanNH
3	25	21	vanNH	89	PU	vanNH
3	25	22	vanNH	91		vanNH
3	25	23	vanNH	89		vanNH
3	25	24	vanNH	21		vanNH
3	25	25	vanNH	89		vanNH
3	25	26	vanNH	98		vanNH
3	25	27	vanNH	91		vanNH
3	25	28	vanNH	72		vanNH
3	25	29	vanNH	91		vanNH
3	25	30	vanNH	21		vanNH
3	25	31	seaRM	29	F	vanNH
3	25	32	vanNH	72		vanNH
3	25	33	seaRM	29	PU	seaRM
3	25	34	seaRM	18		seaRM
3	25	35	seaRM	29		seaRM
3	25	36	seaRM	23	TD	seaRM
3	25	37	vanNH	91	PU	vanNH
3	25	38	vanNH	89		vanNH
3	25	39	vanNH	5		vanNH
