period	point	event	pl_team	pl_pnum	pl_code	poss_team
1	1	1	sfoDF	16	P	seaRM
1	1	2	seaRM	00	PU	seaRM
1	1	3	seaRM	17		seaRM
1	1	4	seaRM	1		seaRM
1	1	5	seaRM	25		seaRM
1	1	6	seaRM	1		seaRM
1	1	7	seaRM	00		seaRM
1	1	8	seaRM	6		seaRM
1	1	9	seaRM	17		seaRM
1	1	10	seaRM	25		seaRM
1	1	11	seaRM	17		seaRM
1	1	12	seaRM	48		seaRM
1	1	13	seaRM	5		seaRM
1	1	14	seaRM	17		seaRM
1	1	15	seaRM	25		seaRM
1	1	16	sfoDF	16	PU	sfoDF
1	1	17	seaRM	48	D	sfoDF
1	1	18	seaRM	00	PU	seaRM
1	1	19	seaRM	17		seaRM
1	1	20	seaRM	6		seaRM
1	1	21	seaRM	00		seaRM
1	1	22	seaRM	6		seaRM
1	1	23	seaRM	5		seaRM
1	1	24	sfoDF	85	F	seaRM
1	1	25	seaRM	48	A	seaRM
1	1	26	seaRM	5	G	seaRM
1	2	1	seaRM	35	P	sfoDF
1	2	2	sfoDF	57	PU	sfoDF
1	2	3	sfoDF	88		sfoDF
1	2	4	sfoDF	57		sfoDF
1	2	5	sfoDF	88		sfoDF
1	2	6	seaRM	13	PUA	seaRM
1	2	7	seaRM	18	G	seaRM
1	3	1	seaRM	35	P	sfoDF
1	3	2	sfoDF	12	PU	sfoDF
1	3	3	sfoDF	17		sfoDF
1	3	4	sfoDF	12		sfoDF
1	3	5	sfoDF	9		sfoDF
1	3	6	sfoDF	12		sfoDF
1	3	7	seaRM	21	PU	seaRM
1	3	8	seaRM	18		seaRM
1	3	9	seaRM	35		seaRM
1	3	10	seaRM	21		seaRM
1	3	11	seaRM	35	A	seaRM
1	3	12	seaRM	12	G	seaRM
1	4	1	seaRM	24	P	sfoDF
1	4	2	sfoDF	57	PU	sfoDF
1	4	3	sfoDF	8		sfoDF
1	4	4	sfoDF	18		sfoDF
1	4	5	sfoDF	57		sfoDF
1	4	6	seaRM	24	PU	seaRM
1	4	7	seaRM	10		seaRM
1	4	8	seaRM	35		seaRM
1	4	9	seaRM	15		seaRM
1	4	10	seaRM	24		seaRM
1	4	11	seaRM	35		seaRM
1	4	12	sfoDF	57	PU	sfoDF
1	4	13	sfoDF	8		sfoDF
1	4	14	sfoDF	19		sfoDF
1	4	15	sfoDF	88		sfoDF
1	4	16	sfoDF	18		sfoDF
1	4	17	sfoDF	6		sfoDF
1	4	18	seaRM	29	PU	seaRM
1	4	19	seaRM	2		seaRM
1	4	20	seaRM	29		seaRM
1	4	21	seaRM	10		seaRM
1	4	22	sfoDF	57	PU	sfoDF
1	4	23	sfoDF	6		sfoDF
1	4	24	sfoDF	11		sfoDF
1	4	25	sfoDF	57		sfoDF
1	4	26	sfoDF	88	L	sfoDF
1	4	27	sfoDF	19	A	sfoDF
1	4	28	sfoDF	88	G	sfoDF
1	5	1	sfoDF	12	P	seaRM
1	5	2	seaRM	17	PU	seaRM
1	5	3	seaRM	00		seaRM
1	5	4	seaRM	25		seaRM
1	5	5	seaRM	17		seaRM
1	5	6	sfoDF	85	D	seaRM
1	5	7	sfoDF	12	PU	sfoDF
1	5	8	sfoDF	17		sfoDF
1	5	9	sfoDF	14		sfoDF
1	5	10	sfoDF	17		sfoDF
1	5	11	sfoDF	12		sfoDF
1	5	12	sfoDF	2	L	sfoDF
1	5	13	sfoDF	14	TO	sfoDF
1	5	14	sfoDF	6	PU	sfoDF
1	5	15	sfoDF	11		sfoDF
1	5	16	sfoDF	6		sfoDF
1	5	17	sfoDF	11		sfoDF
1	5	18	sfoDF	18		sfoDF
1	5	19	sfoDF	1		sfoDF
1	5	20	sfoDF	6		sfoDF
1	5	21	seaRM	29	PU	seaRM
1	5	22	seaRM	21		seaRM
1	5	23	seaRM	12	LA	seaRM
1	5	24	seaRM	13	G	seaRM
1	6	1	seaRM	35	P	sfoDF
1	6	2	sfoDF	17	PU	sfoDF
1	6	3	sfoDF	16		sfoDF
1	6	4	sfoDF	5		sfoDF
1	6	5	sfoDF	16		sfoDF
1	6	6	seaRM	16	F	sfoDF
1	6	7	sfoDF	16		sfoDF
1	6	8	sfoDF	5		sfoDF
1	6	9	sfoDF	17		sfoDF
1	6	10	sfoDF	46		sfoDF
1	6	11	sfoDF	17		sfoDF
1	6	12	sfoDF	16		sfoDF
1	6	13	sfoDF	17		sfoDF
1	6	14	sfoDF	85		sfoDF
1	6	15	seaRM	35	D	sfoDF
1	6	16	seaRM	35	PU	seaRM
1	6	17	seaRM	21		seaRM
1	6	18	seaRM	2		seaRM
1	6	19	seaRM	24		seaRM
1	6	20	seaRM	35	A	seaRM
1	6	21	seaRM	2	LG	seaRM
