period	point	event	pl_team	pl_pnum	pl_code	poss_team
1	1	1	vanNH	8	P	pdxST
1	1	2	pdxST	7	PU	pdxST
1	1	3	pdxST	24		pdxST
1	1	4	pdxST	13		pdxST
1	1	5	pdxST	7		pdxST
1	1	6	pdxST	24		pdxST
1	1	7	vanNH	81	D	pdxST
1	1	8	vanNH	81		vanNH
1	1	9	vanNH	18		vanNH
1	1	10	vanNH	45		vanNH
1	1	11	vanNH	31		vanNH
1	1	12	vanNH	8	A	vanNH
1	1	13	vanNH	81	LG	vanNH
1	2	1	vanNH	11	P	pdxST
1	2	2	pdxST	7	PU	pdxST
1	2	3	pdxST	11		pdxST
1	2	4	pdxST	6		pdxST
1	2	5	pdxST	16		pdxST
1	2	6	pdxST	11		pdxST
1	2	7	pdxST	16	LA	pdxST
1	2	8	pdxST	6	G	pdxST
1	3	1	pdxST	8	P	vanNH
1	3	2	vanNH	5	PU	vanNH
1	3	3	vanNH	72		vanNH
1	3	4	vanNH	22	A	vanNH
1	3	5	vanNH	98	G	vanNH
1	4	1	vanNH	8	P	pdxST
1	4	2	pdxST	7	PU	pdxST
1	4	3	pdxST	13		pdxST
1	4	4	pdxST	7		pdxST
1	4	5	pdxST	11		pdxST
1	4	6	pdxST	7		pdxST
1	4	7	pdxST	11		pdxST
1	4	8	pdxST	16	TD	pdxST
1	4	9	vanNH	4	PU	vanNH
1	4	10	vanNH	18		vanNH
1	4	11	vanNH	27		vanNH
1	4	12	vanNH	31		vanNH
1	4	13	vanNH	81	A	vanNH
1	4	14	vanNH	13	G	vanNH
1	5	1	vanNH	8	P	pdxST
1	5	2	pdxST	7	PU	pdxST
1	5	3	pdxST	24		pdxST
1	5	4	pdxST	21		pdxST
1	5	5	pdxST	7		pdxST
1	5	6	pdxST	24		pdxST
1	5	7	pdxST	13		pdxST
1	5	8	pdxST	7		pdxST
1	5	9	pdxST	21		pdxST
1	5	10	pdxST	42	A	pdxST
1	5	11	pdxST	7	G	pdxST
1	6	1	pdxST	8	P	vanNH
1	6	2	vanNH	91	PU	vanNH
1	6	3	vanNH	89		vanNH
1	6	4	vanNH	91		vanNH
1	6	5	vanNH	22		vanNH
1	6	6	vanNH	98		vanNH
1	6	7	vanNH	91		vanNH
1	6	8	vanNH	89		vanNH
1	6	9	vanNH	91		vanNH
1	6	10	pdxST	3	F	vanNH
1	6	11	vanNH	22		vanNH
1	6	12	vanNH	91		vanNH
1	6	13	vanNH	89	VTT	vanNH
1	6	14	pdxST	88	PU	pdxST
1	6	15	pdxST	17		pdxST
1	6	16	pdxST	21	A	pdxST
1	6	17	pdxST	3	LG	pdxST
1	7	1	pdxST	8	P	vanNH
1	7	2	vanNH	91	PU	vanNH
1	7	3	vanNH	89		vanNH
1	7	4	vanNH	91		vanNH
1	7	5	vanNH	8		vanNH
1	7	6	vanNH	21		vanNH
1	7	7	vanNH	89		vanNH
1	7	8	vanNH	8	A	vanNH
1	7	9	vanNH	98	G	vanNH
1	8	1	vanNH	33	P	pdxST
1	8	2	pdxST	7	PU	pdxST
1	8	3	pdxST	24		pdxST
1	8	4	pdxST	42		pdxST
1	8	5	pdxST	7		pdxST
1	8	6	pdxST	24		pdxST
1	8	7	pdxST	13		pdxST
1	8	8	pdxST	24		pdxST
1	8	9	pdxST	16		pdxST
1	8	10	pdxST	7		pdxST
1	8	11	pdxST	42		pdxST
1	8	12	pdxST	16		pdxST
1	8	13	pdxST	7	A	pdxST
1	8	14	pdxST	42	G	pdxST
1	9	1	pdxST	88	P	vanNH
1	9	2	vanNH	5	PU	vanNH
1	9	3	vanNH	91		vanNH
1	9	4	vanNH	89		vanNH
1	9	5	vanNH	22	A	vanNH
1	9	6	pdxST	3	F	vanNH
1	9	7	vanNH	21	G	vanNH
1	10	1	vanNH	8	P	pdxST
1	10	2	pdxST	24	PU	pdxST
1	10	3	pdxST	11		pdxST
1	10	4	pdxST	24		pdxST
1	10	5	pdxST	42		pdxST
1	10	6	pdxST	13	L	pdxST
1	10	7	pdxST	16	A	pdxST
1	10	8	pdxST	13	G	pdxST
1	11	1	pdxST	88	P	vanNH
1	11	2	vanNH	91	PU	vanNH
1	11	3	vanNH	89		vanNH
1	11	4	vanNH	5		vanNH
1	11	5	vanNH	98		vanNH
1	11	6	vanNH	5		vanNH
1	11	7	vanNH	89		vanNH
1	11	8	vanNH	91		vanNH
1	11	9	vanNH	98		vanNH
1	11	10	vanNH	91	A	vanNH
1	11	11	vanNH	22	G	vanNH
1	12	1	vanNH	33	P	pdxST
1	12	2	pdxST	24	PU	pdxST
1	12	3	pdxST	73		pdxST
1	12	4	pdxST	24		pdxST
1	12	5	pdxST	16		pdxST
1	12	6	pdxST	2	L	pdxST
1	12	7	pdxST	7	A	pdxST
1	12	8	pdxST	42	G	pdxST
1	13	1	pdxST	88	P	vanNH
1	13	2	vanNH	91	PU	vanNH
1	13	3	vanNH	5		vanNH
1	13	4	vanNH	91		vanNH
1	13	5	vanNH	10		vanNH
1	13	6	vanNH	22		vanNH
1	13	7	pdxST	21	D	vanNH
1	13	8	pdxST	88	PU	pdxST
1	13	9	vanNH	91	PU	vanNH
1	13	10	vanNH	21		vanNH
1	13	11	vanNH	91		vanNH
1	13	12	vanNH	5		vanNH
1	13	13	vanNH	22		vanNH
1	13	14	vanNH	89		vanNH
1	13	15	vanNH	5		vanNH
1	13	16	vanNH	10	TD	vanNH
1	13	17	pdxST	88	TO	pdxST
1	13	18	pdxST	24	PU	pdxST
1	13	19	pdxST	42		pdxST
1	13	20	pdxST	7		pdxST
1	13	21	pdxST	42		pdxST
1	13	22	pdxST	11		pdxST
1	13	23	pdxST	7		pdxST
1	13	24	vanNH	91	D	pdxST
1	13	25	vanNH	91	A	vanNH
1	13	26	vanNH	33	G	vanNH
1	14	1	vanNH	8	P	pdxST
1	14	2	pdxST	7	PU	pdxST
1	14	3	pdxST	13		pdxST
1	14	4	pdxST	24	TD	pdxST
1	14	5	vanNH	18	PU	vanNH
1	14	6	vanNH	18	VTT	vanNH
1	14	7	pdxST	11	PUA	pdxST
1	14	8	pdxST	13	LG	pdxST
1	15	1	pdxST	6	P	vanNH
1	15	2	vanNH	89	PU	vanNH
1	15	3	vanNH	5		vanNH
1	15	4	vanNH	22	F	vanNH
1	15	5	pdxST	88	PU	pdxST
1	15	6	pdxST	8	LA	pdxST
1	15	7	pdxST	6	G	pdxST
1	16	1	pdxST	6	P	vanNH
1	16	2	vanNH	89	PU	vanNH
1	16	3	vanNH	91		vanNH
1	16	4	vanNH	89		vanNH
1	16	5	vanNH	91		vanNH
1	16	6	vanNH	89		vanNH
1	16	7	vanNH	72	TD	vanNH
1	16	8	pdxST	88	PU	pdxST
1	16	9	pdxST	21		pdxST
1	16	10	pdxST	88		pdxST
1	16	11	pdxST	8		pdxST
1	16	12	pdxST	21		pdxST
1	16	13	pdxST	88	A	pdxST
1	16	14	pdxST	4	G	pdxST
1	17	1	pdxST	42	P	vanNH
1	17	2	vanNH	5	PU	vanNH
1	17	3	vanNH	8	L	vanNH
2	18	1	pdxST	6	P	vanNH
2	18	2	vanNH	91	PU	vanNH
2	18	3	vanNH	89		vanNH
2	18	4	vanNH	91		vanNH
2	18	5	vanNH	22		vanNH
2	18	6	vanNH	21	A	vanNH
2	18	7	vanNH	98	LG	vanNH
2	19	1	vanNH	8	P	pdxST
2	19	2	pdxST	7	PU	pdxST
2	19	3	pdxST	24		pdxST
2	19	4	pdxST	7		pdxST
2	19	5	pdxST	24		pdxST
2	19	6	pdxST	7		pdxST
2	19	7	pdxST	13		pdxST
2	19	8	pdxST	2	TD	pdxST
2	19	9	vanNH	18	PU	vanNH
2	19	10	vanNH	45		vanNH
2	19	11	vanNH	81		vanNH
2	19	12	vanNH	8		vanNH
2	19	13	vanNH	18		vanNH
2	19	14	vanNH	27		vanNH
2	19	15	vanNH	81		vanNH
2	19	16	vanNH	8	A	vanNH
2	19	17	vanNH	18	G	vanNH
2	20	1	vanNH	33	P	pdxST
2	20	2	pdxST	42	PU	pdxST
2	20	3	pdxST	24		pdxST
2	20	4	pdxST	42		pdxST
2	20	5	pdxST	2		pdxST
2	20	6	pdxST	24		pdxST
2	20	7	pdxST	42		pdxST
2	20	8	pdxST	2		pdxST
2	20	9	pdxST	7		pdxST
2	20	10	pdxST	6		pdxST
2	20	11	pdxST	42		pdxST
2	20	12	pdxST	13		pdxST
2	20	13	pdxST	2		pdxST
2	20	14	vanNH	33	TO	vanNH
2	20	15	vanNH	91	PU	vanNH
2	20	16	vanNH	22	A	vanNH
2	20	17	pdxST	3	F	vanNH
2	20	18	vanNH	21	LG	vanNH
2	21	1	vanNH	8	P	pdxST
2	21	2	pdxST	42	PU	pdxST
2	21	3	pdxST	24		pdxST
2	21	4	pdxST	10		pdxST
2	21	5	pdxST	7		pdxST
2	21	6	pdxST	10		pdxST
2	21	7	pdxST	24		pdxST
2	21	8	pdxST	13		pdxST
2	21	9	pdxST	16		pdxST
2	21	10	pdxST	24		pdxST
2	21	11	pdxST	10		pdxST
2	21	12	pdxST	7		pdxST
2	21	13	pdxST	42		pdxST
2	21	14	pdxST	7	A	pdxST
2	21	15	pdxST	16	LG	pdxST
2	22	1	pdxST	88	P	vanNH
2	22	2	vanNH	89	PU	vanNH
2	22	3	vanNH	5		vanNH
2	22	4	vanNH	89		vanNH
2	22	5	vanNH	5		vanNH
2	22	6	vanNH	21		vanNH
2	22	7	pdxST	8	F	vanNH
2	22	8	vanNH	89		vanNH
2	22	9	vanNH	98		vanNH
2	22	10	pdxST	21	D	vanNH
2	22	11	pdxST	21		pdxST
2	22	12	pdxST	6		pdxST
2	22	13	vanNH	89	D	pdxST
2	22	14	vanNH	91	PU	vanNH
2	22	15	vanNH	89		vanNH
2	22	16	vanNH	91		vanNH
2	22	17	vanNH	5		vanNH
2	22	18	vanNH	89		vanNH
2	22	19	vanNH	21		vanNH
2	22	20	pdxST	8	D	vanNH
2	22	21	pdxST	8	TO	pdxST
2	22	22	pdxST	24	PU	pdxST
2	22	23	pdxST	11		pdxST
2	22	24	pdxST	2		pdxST
2	22	25	pdxST	16		pdxST
2	22	26	pdxST	7		pdxST
2	22	27	pdxST	42		pdxST
2	22	28	pdxST	13		pdxST
2	22	29	pdxST	2		pdxST
2	22	30	vanNH	31	D	pdxST
2	22	31	vanNH	31		vanNH
2	22	32	vanNH	8		vanNH
2	22	33	vanNH	31		vanNH
2	22	34	vanNH	33		vanNH
2	22	35	vanNH	13	LA	vanNH
2	22	36	vanNH	31	G	vanNH
2	23	1	vanNH	8	P	pdxST
2	23	2	pdxST	42	PU	pdxST
2	23	3	pdxST	24		pdxST
2	23	4	pdxST	7		pdxST
2	23	5	pdxST	13		pdxST
2	23	6	pdxST	24		pdxST
2	23	7	pdxST	42		pdxST
2	23	8	pdxST	16		pdxST
2	23	9	pdxST	24		pdxST
2	23	10	pdxST	13		pdxST
2	23	11	pdxST	24		pdxST
2	23	12	pdxST	4		pdxST
2	23	13	pdxST	24		pdxST
2	23	14	pdxST	16		pdxST
2	23	15	pdxST	7		pdxST
2	23	16	pdxST	16		pdxST
2	23	17	vanNH	81	D	pdxST
2	23	18	vanNH	75	PU	vanNH
2	23	19	vanNH	24		vanNH
2	23	20	vanNH	4		vanNH
2	23	21	vanNH	27		vanNH
2	23	22	vanNH	24		vanNH
