period	point	event	pl_team	pl_pnum	pl_code	poss_team
1	1	1	vanNH	8	P	pdxST
1	1	2	pdxST	7	PU	pdxST
1	1	3	pdxST	9		pdxST
1	1	4	pdxST	11		pdxST
1	1	5	pdxST	42		pdxST
1	1	6	pdxST	11		pdxST
1	1	7	pdxST	9		pdxST
1	1	8	pdxST	16		pdxST
1	1	9	pdxST	11	A	pdxST
1	1	10	pdxST	6	LG	pdxST
1	2	1	pdxST	22	P	vanNH
1	2	2	vanNH	89	PU	vanNH
1	2	3	vanNH	5		vanNH
1	2	4	vanNH	22		vanNH
1	2	5	vanNH	98		vanNH
1	2	6	pdxST	88	PU	pdxST
1	2	7	pdxST	8		pdxST
1	2	8	pdxST	17		pdxST
1	2	9	pdxST	88		pdxST
1	2	10	vanNH	5	PU	vanNH
1	2	11	vanNH	22		vanNH
1	2	12	vanNH	98		vanNH
1	2	13	vanNH	72		vanNH
1	2	14	vanNH	21	A	vanNH
1	2	15	vanNH	98	LG	vanNH
1	3	1	vanNH	8	P	pdxST
1	3	2	pdxST	7	PU	pdxST
1	3	3	pdxST	9		pdxST
1	3	4	pdxST	42		pdxST
1	3	5	pdxST	9		pdxST
1	3	6	pdxST	7		pdxST
1	3	7	pdxST	2		pdxST
1	3	8	pdxST	7		pdxST
1	3	9	pdxST	6		pdxST
1	3	10	pdxST	42		pdxST
1	3	11	pdxST	7		pdxST
1	3	12	pdxST	11		pdxST
1	3	13	pdxST	42		pdxST
1	3	14	pdxST	11		pdxST
1	3	15	pdxST	42		pdxST
1	3	16	pdxST	11		pdxST
1	3	17	pdxST	7		pdxST
1	3	18	pdxST	16		pdxST
1	3	19	pdxST	7		pdxST
1	3	20	pdxST	11		pdxST
1	3	21	pdxST	7		pdxST
1	3	22	vanNH	24	F	pdxST
1	3	23	pdxST	6		pdxST
1	3	24	vanNH	45	PU	vanNH
1	3	25	vanNH	31		vanNH
1	3	26	vanNH	8		vanNH
1	3	27	vanNH	39		vanNH
1	3	28	pdxST	7	D	vanNH
1	3	29	pdxST	7	PU	pdxST
1	3	30	pdxST	11		pdxST
1	3	31	pdxST	42		pdxST
1	3	32	pdxST	16		pdxST
1	3	33	pdxST	9		pdxST
1	3	34	pdxST	2		pdxST
1	3	35	pdxST	11		pdxST
1	3	36	pdxST			pdxST
1	3	37	vanNH	91	PU	vanNH
1	3	38	vanNH	98		vanNH
1	3	39	vanNH	10		vanNH
1	3	40	vanNH	22		vanNH
1	3	41	vanNH	98		vanNH
1	3	42	vanNH	91		vanNH
1	3	43	pdxST	88	F	vanNH
1	3	44	vanNH	98		vanNH
1	3	45	vanNH	19		vanNH
1	3	46	vanNH	22		vanNH
1	3	47	vanNH	10	A	vanNH
1	3	48	vanNH	98	G	vanNH
1	4	1	vanNH	33	P	pdxST
1	4	2	pdxST	11	PU	pdxST
1	4	3	pdxST	9		pdxST
1	4	4	pdxST	73		pdxST
1	4	5	pdxST	7		pdxST
1	4	6	pdxST	73		pdxST
1	4	7	vanNH	37	D	pdxST
1	4	8	vanNH	18	PU	vanNH
1	4	9	vanNH	33		vanNH
1	4	10	vanNH	37		vanNH
1	4	11	pdxST	7	F	vanNH
1	4	12	vanNH	18	A	vanNH
1	4	13	vanNH	75	G	vanNH
1	5	1	vanNH	8	P	pdxST
1	5	2	pdxST	9	PU	pdxST
1	5	3	pdxST	11		pdxST
1	5	4	pdxST	9		pdxST
1	5	5	pdxST	16	A	pdxST
1	5	6	pdxST	7	LG	pdxST
1	6	1	pdxST	22	P	vanNH
1	6	2	vanNH	19	PU	vanNH
1	6	3	vanNH	89		vanNH
1	6	4	vanNH	10		vanNH
1	6	5	vanNH	21		vanNH
1	6	6	vanNH	98		vanNH
1	6	7	vanNH	10		vanNH
1	6	8	vanNH	21		vanNH
1	6	9	vanNH	72	A	vanNH
1	6	10	vanNH	98	G	vanNH
1	7	1	vanNH	8	P	pdxST
1	7	2	pdxST	11	PU	pdxST
1	7	3	pdxST	9		pdxST
1	7	4	pdxST	11		pdxST
1	7	5	pdxST	7		pdxST
1	7	6	pdxST	6	LA	pdxST
1	7	7	pdxST	16	G	pdxST
1	8	1	pdxST	88	P	vanNH
1	8	2	vanNH	5	PU	vanNH
1	8	3	vanNH	19		vanNH
1	8	4	vanNH	91		vanNH
1	8	5	vanNH	22		vanNH
1	8	6	vanNH	21		vanNH
1	8	7	vanNH	98	TD	vanNH
1	8	8	pdxST	8	PU	pdxST
1	8	9	pdxST	88		pdxST
1	8	10	pdxST	22		pdxST
1	8	11	pdxST	88		pdxST
1	8	12	pdxST	25		pdxST
1	8	13	pdxST	88		pdxST
1	8	14	pdxST	14	TO	pdxST
1	8	15	pdxST	11	PU	pdxST
1	8	16	pdxST	9		pdxST
1	8	17	pdxST	7		pdxST
1	8	18	pdxST	?	VP	pdxST
1	8	19	pdxST	9		pdxST
1	8	20	pdxST	2		pdxST
1	8	21	pdxST	9		pdxST
1	8	22	pdxST	2		pdxST
1	8	23	pdxST	16		pdxST
1	8	24	vanNH	81	F	pdxST
1	8	25	pdxST	7	LA	pdxST
1	8	26	pdxST	6	G	pdxST
1	9	1	pdxST	88	P	vanNH
1	9	2	vanNH	89	PU	vanNH
1	9	3	vanNH	91		vanNH
1	9	4	pdxST	8	D	vanNH
1	9	5	pdxST	88	PU	pdxST
1	9	6	pdxST	8		pdxST
1	9	7	pdxST	22		pdxST
1	9	8	pdxST	88		pdxST
1	9	9	pdxST	22	A	pdxST
1	9	10	pdxST	17	G	pdxST
1	10	1	pdxST	88	P	vanNH
1	10	2	vanNH	91	PU	vanNH
1	10	3	vanNH	5		vanNH
1	10	4	pdxST	17	D	vanNH
1	10	5	pdxST	8	PU	pdxST
1	10	6	pdxST	25		pdxST
1	10	7	pdxST	88		pdxST
1	10	8	pdxST	17		pdxST
1	10	9	pdxST	25		pdxST
1	10	10	pdxST	22		pdxST
1	10	11	pdxST	14		pdxST
1	10	12	vanNH	72	D	pdxST
1	10	13	vanNH	91	PU	vanNH
2	11	1	pdxST	88	P	vanNH
2	11	2	vanNH	5	PU	vanNH
2	11	3	vanNH	91		vanNH
2	11	4	vanNH	21		vanNH
2	11	5	vanNH	91		vanNH
2	11	6	vanNH	10		vanNH
2	11	7	vanNH	5		vanNH
2	11	8	vanNH	22		vanNH
2	11	9	vanNH	98		vanNH
2	11	10	vanNH	5		vanNH
2	11	11	vanNH	91	A	vanNH
2	11	12	vanNH	98	G	vanNH
2	12	1	vanNH	8	P	pdxST
2	12	2	pdxST	11	PU	pdxST
2	12	3	pdxST	42		pdxST
2	12	4	pdxST	7		pdxST
2	12	5	pdxST	9		pdxST
2	12	6	pdxST	16		pdxST
2	12	7	vanNH	39	D	pdxST
2	12	8	vanNH	39	PU	vanNH
2	12	9	vanNH	31		vanNH
2	12	10	vanNH	8		vanNH
2	12	11	vanNH	24		vanNH
2	12	12	vanNH	27		vanNH
2	12	13	pdxST	42	D	vanNH
2	12	14	pdxST	11	PU	pdxST
2	12	15	pdxST	9		pdxST
2	12	16	pdxST	7		pdxST
2	12	17	pdxST	42	SO	pdxST
2	12	18	pdxST	73	SI	pdxST
2	12	19	pdxST	7	PU	pdxST
2	12	20	pdxST	9		pdxST
2	12	21	pdxST	11		pdxST
2	12	22	pdxST	73		pdxST
2	12	23	pdxST	11		pdxST
2	12	24	pdxST	73		pdxST
2	12	25	pdxST	9	TD	pdxST
2	12	26	vanNH	45	PU	vanNH
2	12	27	vanNH	27		vanNH
2	12	28	vanNH	39		vanNH
2	12	29	pdxST	11	PUA	pdxST
2	12	30	pdxST	9	G	pdxST
2	13	1	pdxST	8	P	vanNH
2	13	2	vanNH	19	PU	vanNH
2	13	3	vanNH	89		vanNH
2	13	4	vanNH	22		vanNH
2	13	5	vanNH	?	F	vanNH
2	13	6	pdxST	5	PU	pdxST
2	13	7	pdxST	88		pdxST
2	13	8	pdxST	14		pdxST
2	13	9	pdxST	22		pdxST
2	13	10	pdxST	5		pdxST
2	13	11	pdxST	22		pdxST
2	13	12	pdxST	8		pdxST
2	13	13	pdxST	25	A	pdxST
2	13	14	pdxST	20	G	pdxST
2	14	1	pdxST	88	P	vanNH
2	14	2	vanNH	75	PU	vanNH
2	14	3	vanNH	5		vanNH
2	14	4	vanNH	33		vanNH
2	14	5	vanNH	5		vanNH
2	14	6	vanNH	98		vanNH
2	14	7	pdxST	88	D	vanNH
2	14	8	pdxST	88	PU	pdxST
2	14	9	pdxST	7		pdxST
2	14	10	pdxST	25		pdxST
2	14	11	pdxST	7		pdxST
2	14	12	pdxST	88	VST	pdxST
2	14	13	vanNH	5	PU	vanNH
2	14	14	pdxST	88	PU	pdxST
2	14	15	vanNH	89	PU	vanNH
2	14	16	vanNH	75		vanNH
2	14	17	vanNH	33		vanNH
2	14	18	vanNH	75		vanNH
2	14	19	vanNH	5		vanNH
2	14	20	vanNH	13		vanNH
2	14	21	vanNH	98		vanNH
2	14	22	pdxST	22	D	vanNH
2	14	23	pdxST	22	TO	pdxST
2	14	24	pdxST	11	PU	pdxST
2	14	25	pdxST	73		pdxST
2	14	26	pdxST	11		pdxST
2	14	27	pdxST	9		pdxST
2	14	28	pdxST	2		pdxST
2	14	29	pdxST	9		pdxST
2	14	30	pdxST	11		pdxST
2	14	31	pdxST	2	L	pdxST
2	14	32	pdxST	7		pdxST
2	14	33	pdxST	6		pdxST
2	14	34	vanNH	45	PU	vanNH
2	14	35	vanNH	11		vanNH
2	14	36	vanNH	37		vanNH
2	14	37	vanNH	11		vanNH
2	14	38	pdxST	8	D	vanNH
2	14	39	pdxST	8	PU	pdxST
2	14	40	pdxST	11		pdxST
2	14	41	pdxST	7		pdxST
2	14	42	pdxST	2		pdxST
2	14	43	pdxST	73	A	pdxST
2	14	44	pdxST	7	LG	pdxST
2	15	1	pdxST	88	P	vanNH
2	15	2	vanNH	91	PU	vanNH
2	15	3	vanNH	19		vanNH
2	15	4	vanNH	91		vanNH
2	15	5	vanNH	98		vanNH
2	15	6	pdxST	16	F	vanNH
2	15	7	vanNH	10	F	vanNH
2	15	8	pdxST	25	PU	pdxST
2	15	9	pdxST	22		pdxST
2	15	10	pdxST	88		pdxST
2	15	11	pdxST	5		pdxST
2	15	12	pdxST	25		pdxST
2	15	13	pdxST	16		pdxST
2	15	14	pdxST	22		pdxST
2	15	15	pdxST	88		pdxST
2	15	16	pdxST	25	A	pdxST
2	15	17	pdxST	5	G	pdxST
2	16	1	pdxST	88	P	vanNH
2	16	2	vanNH	89	PU	vanNH
2	16	3	vanNH	91		vanNH
2	16	4	vanNH	21		vanNH
2	16	5	vanNH	8		vanNH
2	16	6	vanNH	91		vanNH
2	16	7	vanNH	13		vanNH
2	16	8	vanNH	89		vanNH
2	16	9	vanNH	19		vanNH
2	16	10	vanNH	91		vanNH
2	16	11	vanNH	21		vanNH
2	16	12	vanNH	8		vanNH
2	16	13	vanNH	21		vanNH
2	16	14	vanNH	8		vanNH
2	16	15	vanNH	72		vanNH
2	16	16	vanNH	19		vanNH
2	16	17	vanNH	91		vanNH
2	16	18	vanNH	13	TD	vanNH
2	16	19	pdxST	8	PU	pdxST
2	16	20	pdxST	15		pdxST
2	16	21	pdxST	16	L	pdxST
2	16	22	vanNH	8	D	pdxST
3	17	1	vanNH	8	P	pdxST
3	17	2	pdxST	9	PUA	pdxST
